Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Rao,rao,rao,Rao,Ramu-Lower Sepik,Papunesia,-4.75,144.50,Papua New Guinea
Rapanui,rap,rap,Oceanic,Austronesian,Papunesia,-27.12,-109.37,Chile
Rashad,ras,ras,Rashad,Kordofanian,Africa,11.83,31.05,Sudan
Rawa,rwa,rwo,Finisterre,Trans-New Guinea,Papunesia,-5.83,146.00,Papua New Guinea
Rawang,raw,raw,Nungish,Sino-Tibetan,Eurasia,27.50,97.50,Myanmar
Rejang,rej,rej,Rejang,Austronesian,Papunesia,-3.42,102.50,Indonesia
Rembarnga,rmb,rmb,Eastern Gunwinyguan,Gunwinyguan,Australia,-12.83,134.58,Australia
Remo,rem,bfw,Munda,Austro-Asiatic,Eurasia,18.00,82.00,India
Rendille,ren,rel,Lowland East Cushitic,Afro-Asiatic,Africa,2.00,37.50,Kenya
Rengao,rng,ren,Bahnaric,Austro-Asiatic,Eurasia,14.58,107.83,Vietnam
Rennellese,rnn,mnv,Oceanic,Austronesian,Papunesia,-11.62,160.25,Solomon Islands
Resígaro,res,rgr,Japura-Colombia,Arawakan,South America,-2.42,-71.50,ColombiaPeru
Retuarã,ret,tnc,Tucanoan,Tucanoan,South America,-0.50,-70.67,Colombia
rGyalrong (Caodeng),rgc,jya,Na-Qiangic,Sino-Tibetan,Eurasia,31.67,101.75,China
Riantana,ria,ran,Kolopom,Kolopom,Papunesia,-7.50,138.50,Indonesia
Rikbaktsa,rik,rkb,Rikbaktsa,Macro-Ge,South America,-11.83,-57.50,Brazil
Rimi,rim,rim,Bantu,Niger-Congo,Africa,-5.00,34.67,Tanzania
Ritharngu,rit,rit,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.83,135.50,Australia
Roglai (Northern),rgn,rog,Malayo-Sumbawan,Austronesian,Eurasia,12.17,108.83,Vietnam
Romani (Ajia Varvara),rav,rmn,Indic,Indo-European,Eurasia,38.00,23.58,Greece
Romanian,rom,ron,Romance,Indo-European,Eurasia,46.00,25.00,Romania
Romani (Bugurdzi),rbu,rmn,Indic,Indo-European,Eurasia,42.67,21.17,Serbia and Montenegro
Romani (Burgenland),rbg,rmo,Indic,Indo-European,Eurasia,47.50,16.50,Austria
Romani (Kalderash),rka,rmy,Indic,Indo-European,Eurasia,45.00,21.00,Serbia and Montenegro
Romani (Lovari),rlo,rmy,Indic,Indo-European,Eurasia,47.00,21.50,HungaryRomania
Romani (North Russian),rnr,rml,Indic,Indo-European,Eurasia,60.00,38.00,Russia
Romani (Sepecides),rse,rmn,Indic,Indo-European,Eurasia,38.25,27.00,Turkey
Romani (Welsh),rwe,rmw,Indic,Indo-European,Eurasia,52.00,-4.00,United Kingdom
Romansch,rmc,roh,Romance,Indo-European,Eurasia,46.67,9.17,Switzerland
Romansch (Scharans),rsc,roh,Romance,Indo-European,Eurasia,46.75,9.50,Switzerland
Romansch (Surmeiran),rsm,roh,Romance,Indo-European,Eurasia,46.58,9.75,Switzerland
Romansch (Sursilvan),rsu,roh,Romance,Indo-European,Eurasia,46.67,8.83,Switzerland
Ron,ron,cla,West Chadic,Afro-Asiatic,Africa,9.00,8.75,Nigeria
Ronga,rga,rng,Bantu,Niger-Congo,Africa,-26.00,32.50,Mozambique
Roro,ror,rro,Oceanic,Austronesian,Papunesia,-8.75,146.58,Papua New Guinea
Roti,rti,twu,Central Malayo-Polynesian,Austronesian,Papunesia,-10.67,123.25,Indonesia
Rotokas,rtk,roo,North Bougainville,North Bougainville,Papunesia,-6.00,155.17,Papua New Guinea
Rotuman,rot,rtm,Oceanic,Austronesian,Papunesia,-12.50,177.07,Fiji
Roviana,rov,rug,Oceanic,Austronesian,Papunesia,-8.25,157.33,Solomon Islands
Rukai (Tanan),ruk,dru,Rukai,Austronesian,Papunesia,22.83,120.83,Taiwan
Rumsien,cos,,Costanoan,Penutian,North America,36.83,-121.75,United States
Rumu,rum,klq,Turama-Kikorian,Trans-New Guinea,Papunesia,-7.17,144.25,Papua New Guinea
Rundi,rnd,run,Bantu,Niger-Congo,Africa,-3.50,30.00,Burundi
Runga,run,rou,Maban,Maban,Africa,10.33,21.00,Central African RepublicChad
Runyankore,rny,nyn,Bantu,Niger-Congo,Africa,-0.50,30.50,Uganda
Runyoro-Rutooro,rru,nyo,Bantu,Niger-Congo,Africa,1.50,31.33,Uganda
Russian,rus,rus,Slavic,Indo-European,Eurasia,56.00,38.00,Russia
Russian-Chinese Pidgin (Birobidjan),rcp,,Creoles and Pidgins,other,Eurasia,48.80,132.95,Russia
Russian Sign Language,rsl,rsl,Sign Languages,other,Eurasia,56.00,44.00,Russia
Rutul,rut,rut,Lezgic,Nakh-Daghestanian,Eurasia,41.50,47.42,AzerbaijanRussia
Sa'a,saa,apb,Oceanic,Austronesian,Papunesia,-9.62,161.45,Solomon Islands
Saami (Central-South),scs,sma,Saami,Uralic,Eurasia,64.67,16.75,Sweden
Saami (Kildin),ski,sjd,Saami,Uralic,Eurasia,67.00,37.00,Russia
Saami (Northern),sno,sme,Saami,Uralic,Eurasia,69.00,24.00,NorwayFinlandSweden
Saanich,sch,str,Central Salish,Salishan,North America,48.58,-123.42,Canada
Sa'ban,sab,snv,North Borneo,Austronesian,Papunesia,3.67,115.67,Indonesia
Saek,sae,skb,Kam-Tai,Tai-Kadai,Eurasia,17.42,104.75,LaosThailand
Sahaptin (Umatilla),smt,uma,Sahaptian,Penutian,North America,45.67,-118.50,United States
Saho,sao,ssy,Lowland East Cushitic,Afro-Asiatic,Africa,14.75,39.75,EthiopiaEritrea
Sahu,sah,saj,North Halmaheran,North Halmaheran,Papunesia,1.17,127.50,Indonesia
Sakao,sak,sku,Oceanic,Austronesian,Papunesia,-15.17,167.08,Vanuatu
Salar,slr,slr,Turkic,Altaic,Eurasia,35.00,103.00,China
Sáliba (in Colombia),sba,slc,Sáliba,Sáliban,South America,6.00,-70.00,ColombiaVenezuela
Saliba (in Papua New Guinea),slb,sbe,Oceanic,Austronesian,Papunesia,-10.58,150.72,Papua New Guinea
Salinan,sal,sln,Salinan,Hokan,North America,36.00,-121.00,United States
Salish (Samish Straits),sss,str,Central Salish,Salishan,North America,48.58,-122.58,United States
Salish (Southern Puget Sound),sps,slh,Central Salish,Salishan,North America,47.25,-122.50,United States
Salish (Straits),sst,str,Central Salish,Salishan,North America,48.75,-123.25,CanadaUnited States
Salt-Yui,syu,sll,Chimbu-Wahgi,Trans-New Guinea,Papunesia,-6.28,145.03,Papua New Guinea
Sama (Balangingi),sbg,sse,Sama-Bajaw,Austronesian,Papunesia,6.17,121.83,Philippines
Sama (Southern),bjs,ssb,Sama-Bajaw,Austronesian,Papunesia,4.50,118.50,MalaysiaPhilippines
Samba Leko,sle,ndi,Samba-Duru,Niger-Congo,Africa,8.50,12.50,NigeriaCameroon
Samo,nmd,smq,East Strickland,Trans-New Guinea,Papunesia,-6.17,142.25,Papua New Guinea
Samoan,sam,smo,Oceanic,Austronesian,Papunesia,-13.92,-171.83,American SamoaSamoa
Sandawe,sdw,sad,Sandawe,Sandawe,Africa,-5.00,35.00,Tanzania
Sangir,sgr,sxn,Sangiric,Austronesian,Papunesia,3.50,125.50,Indonesia
Sango,san,sag,Ubangi,Niger-Congo,Africa,5.00,18.00,Central African Republic
Sangu,sgu,snq,Bantu,Niger-Congo,Africa,-1.50,11.83,Gabon
Santa,sta,sce,Mongolic,Altaic,Eurasia,31.50,107.50,China
Santali,stl,sat,Munda,Austro-Asiatic,Eurasia,24.50,87.00,India
Sanuma,snm,xsu,Yanomam,Yanomam,South America,4.50,-64.67,BrazilVenezuela
Sapuan,sap,spu,Bahnaric,Austro-Asiatic,Eurasia,15.17,106.83,Laos
Saramaccan,srm,srm,Creoles and Pidgins,other,South America,4.50,-55.50,French GuianaSuriname
Sarcee,src,srs,Athapaskan,Na-Dene,North America,52.50,-116.00,Canada
Sardinian,srd,sro,Romance,Indo-European,Eurasia,40.00,9.00,Italy
Sare,sar,dju,Sepik Hill,Sepik,Papunesia,-4.50,143.17,Papua New Guinea
Saryg Yughur,syg,ybe,Turkic,Altaic,Eurasia,38.75,99.75,China
Savi,sav,sdg,Indic,Indo-European,Eurasia,35.00,71.50,Afghanistan
Savosavo,svs,svs,Savosavo,Solomons East Papuan,Papunesia,-9.13,159.80,Solomon Islands
Sawai,swi,szw,South Halmahera - West New Guinea,Austronesian,Papunesia,0.50,128.00,Indonesia
Sawu,saw,hvn,Central Malayo-Polynesian,Austronesian,Papunesia,-11.50,121.92,Indonesia
Sayula Popoluca,say,pos,Mixe-Zoque,Mixe-Zoque,North America,17.83,-95.00,Mexico
Sebei,seb,kpz,Southern Nilotic,Eastern Sudanic,Africa,1.33,34.58,Uganda
Secoya,sec,sey,Tucanoan,Tucanoan,South America,-0.33,-76.00,EcuadorPeru
Sedang,sed,sed,Bahnaric,Austro-Asiatic,Eurasia,14.83,108.00,Vietnam
Seediq,see,trv,Atayalic,Austronesian,Papunesia,24.17,121.42,Taiwan
Selaru,sru,slu,Central Malayo-Polynesian,Austronesian,Papunesia,-8.20,131.00,Indonesia
Selayar,sly,sly,South Sulawesi,Austronesian,Papunesia,-6.00,120.50,Indonesia
Selepet,slp,spl,Huon,Trans-New Guinea,Papunesia,-6.17,147.17,Papua New Guinea
Selknam,sel,ona,Chonan Proper,Chonan,South America,-53.00,-70.00,Argentina
Selkup,skp,sel,Samoyedic,Uralic,Eurasia,65.00,82.00,Russia
Sema,sem,nsm,Angami-Pochuri,Sino-Tibetan,Eurasia,26.00,94.50,India
Semai,smj,sea,Aslian,Austro-Asiatic,Eurasia,4.33,101.67,Malaysia
Semandang,smd,sdm,Land Dayak,Austronesian,Papunesia,-0.75,110.50,Indonesia
Seme,sme,sif,Siamou,Siamou,Africa,11.00,-4.92,Burkina Faso
Semelai,sml,sza,Aslian,Austro-Asiatic,Eurasia,3.00,103.00,Malaysia
Seminole,smn,mus,Muskogean,Muskogean,North America,33.00,-84.00,United States
Sena,sen,seh,Bantu,Niger-Congo,Africa,-18.00,35.25,Mozambique
Senadi,snd,sef,Senufo,Niger-Congo,Africa,9.50,-6.25,Côte d'Ivoire
Seneca,snc,see,Northern Iroquoian,Iroquoian,North America,42.50,-77.50,United States
Sengele,sgl,szg,Bantu,Niger-Congo,Africa,-1.83,17.33,Democratic Republic of Congo
Sentani,snt,set,Sentanic,Sentanic,Papunesia,-2.58,140.58,Indonesia
Serbian-Croatian,scr,hbs,Slavic,Indo-European,Eurasia,44.00,19.00,Serbia and MontenegroBosnia-HerzegovinaCroatia
Seri,ser,sei,Seri,Hokan,North America,29.00,-112.00,Mexico
Serrano,srr,ser,Northern Uto-Aztecan,Uto-Aztecan,North America,34.50,-117.00,United States
Sesotho,ses,sot,Bantu,Niger-Congo,Africa,-28.00,27.00,LesothoSouth Africa
Seychelles Creole,sey,crs,Creoles and Pidgins,other,Eurasia,-4.75,55.50,Seychelles
Shabo,shb,sbf,Shabo,Shabo,Africa,7.58,35.42,Ethiopia
Shambala,shm,ksb,Bantu,Niger-Congo,Africa,-4.25,38.25,Tanzania
Shan,sha,shn,Kam-Tai,Tai-Kadai,Eurasia,22.00,98.00,Myanmar
Sharanahua,shh,mcd,Panoan,Pano-Tacanan,South America,-11.00,-70.00,BrazilPeru
Shasta,shs,sht,Shasta,Hokan,North America,41.83,-122.67,United States
Shatt,sht,shj,Daju,Eastern Sudanic,Africa,10.83,30.00,Sudan
Shawnee,shw,sjw,Algonquian,Algic,North America,40.00,-83.00,United States
Shekhawati,skw,swv,Indic,Indo-European,Eurasia,28.00,75.50,India
Sherdukpen,shd,sdp,Kho-Bwa,Sino-Tibetan,Eurasia,27.00,92.50,India
Sherpa,she,xsr,Bodic,Sino-Tibetan,Eurasia,27.75,86.83,Nepal
Shilluk,shl,shk,Western Nilotic,Eastern Sudanic,Africa,9.67,31.75,South Sudan
Shina,sna,scl,Indic,Indo-European,Eurasia,36.00,74.00,Pakistan
Shinassha,ssh,bwo,Ta-Ne-Omotic,Afro-Asiatic,Africa,10.42,36.17,Ethiopia
Shipibo-Konibo,shk,shp,Panoan,Pano-Tacanan,South America,-7.50,-75.00,Peru
Shira Yughur,shy,yuy,Mongolic,Altaic,Eurasia,38.00,99.00,China
Shiriana,shi,shb,Yanomam,Yanomam,South America,3.50,-62.83,BrazilVenezuela
Shompen,smp,sii,Shompen,Shompen,Eurasia,7.00,93.75,India
Shona,shn,sna,Bantu,Niger-Congo,Africa,-18.00,31.00,Zimbabwe
Shor,shr,cjs,Turkic,Altaic,Eurasia,53.00,88.00,Russia
Shoshone,sho,shh,Northern Uto-Aztecan,Uto-Aztecan,North America,41.00,-114.00,United States
Shoshone (Wind River),swr,shh,Northern Uto-Aztecan,Uto-Aztecan,North America,43.42,-108.83,United States
Shughni,rsh,sgh,Iranian,Indo-European,Eurasia,38.17,71.50,AfghanistanTajikistan
Shuri,ryu,ryu,Japanese,Japanese,Eurasia,26.50,127.50,Japan
Shuswap,shu,shs,Interior Salish,Salishan,North America,52.00,-120.00,Canada
Siane,sia,snp,Siane-Yagaria,Trans-New Guinea,Papunesia,-6.08,145.20,Papua New Guinea
Siar,sir,sjr,Oceanic,Austronesian,Papunesia,-4.67,152.92,Papua New Guinea
Sidaama,sid,sid,Highland East Cushitic,Afro-Asiatic,Africa,6.67,38.50,Ethiopia
Sika,sik,ski,Central Malayo-Polynesian,Austronesian,Papunesia,-8.70,122.25,Indonesia
Sikaritai,skr,tty,East Tariku,Lakes Plain,Papunesia,-2.92,138.25,Indonesia
Sikkimese,skk,sip,Bodic,Sino-Tibetan,Eurasia,27.83,88.50,India
Sikule,skl,skh,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,2.67,96.00,Indonesia
Sila,sil,dau,Daju,Eastern Sudanic,Africa,12.33,21.75,Chad
Simeulue,sim,smr,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,2.50,96.25,Indonesia
Sinaugoro,sng,snc,Oceanic,Austronesian,Papunesia,-9.83,147.83,Papua New Guinea
Sindhi,sdh,snd,Indic,Indo-European,Eurasia,26.00,69.00,PakistanIndia
Sinhala,snh,sin,Indic,Indo-European,Eurasia,7.00,80.50,Sri Lanka
Sio,sio,xsi,Oceanic,Austronesian,Papunesia,-5.95,147.33,Papua New Guinea
Siona,sin,snn,Tucanoan,Tucanoan,South America,0.33,-76.25,EcuadorColombia
Sipakapense,qum,qum,Mayan,Mayan,North America,15.25,-91.75,Guatemala
Siraya,sry,fos,East Formosan,Austronesian,Papunesia,23.00,120.25,Taiwan
Siriano,sri,sri,Tucanoan,Tucanoan,South America,0.75,-70.17,ColombiaBrazil
Sirionó,srn,srq,Maweti-Guarani,Tupian,South America,-15.58,-64.00,Bolivia
Siroi,sro,ssd,Rai Coast,Trans-New Guinea,Papunesia,-5.50,146.00,Papua New Guinea
Sisaala,ssa,sil,Grusi,Niger-Congo,Africa,10.83,-2.67,Ghana
Sisiqa,sis,baa,Oceanic,Austronesian,Papunesia,-7.00,156.83,Solomon Islands
Siuslaw,siu,sis,Siuslawan,Oregon Coast,North America,44.00,-124.00,United States
Skou,sko,skv,Western Skou,Skou,Papunesia,-2.67,140.92,Indonesia
Slave,sla,den,Athapaskan,Na-Dene,North America,67.00,-125.00,Canada
Slavey,slv,xsl,Athapaskan,Na-Dene,North America,60.00,-120.00,Canada
Slovak,svk,slk,Slavic,Indo-European,Eurasia,49.00,20.00,Slovakia
Slovene,slo,slv,Slavic,Indo-European,Eurasia,46.00,15.00,Slovenia
Slovincian,svc,csb,Slavic,Indo-European,Eurasia,54.00,16.00,Poland
So,so,teu,Kuliak,Eastern Sudanic,Africa,2.58,34.75,Uganda
Sobei,sob,sob,Oceanic,Austronesian,Papunesia,-1.92,138.75,Indonesia
Soddo,sod,gru,Semitic,Afro-Asiatic,Africa,8.50,38.50,Ethiopia
Solon,sol,evn,Tungusic,Altaic,Eurasia,48.00,120.00,China
Somali,som,som,Lowland East Cushitic,Afro-Asiatic,Africa,3.00,45.00,Somalia
Songe,sge,sop,Bantu,Niger-Congo,Africa,-6.83,22.00,Democratic Republic of Congo
Songish,sgs,str,Central Salish,Salishan,North America,48.45,-123.33,Canada
Soninke,snn,snk,Western Mande,Mande,Africa,15.00,-10.50,Burkina FasoMaliCôte d'IvoireSenegal
Sonsorol-Tobi,son,sov,Oceanic,Austronesian,Papunesia,5.33,132.25,Palau
Sooke,soo,str,Central Salish,Salishan,North America,48.33,-123.75,Canada
Soqotri,soq,sqt,Semitic,Afro-Asiatic,Africa,12.50,54.00,Yemen
Sora,sor,srb,Munda,Austro-Asiatic,Eurasia,20.00,84.33,India
Sorbian,srb,"dsb, hsb",Slavic,Indo-European,Eurasia,51.50,14.00,Germany
Sorbian (Lower),srl,dsb,Slavic,Indo-European,Eurasia,51.75,14.33,Germany
Sorbian (Upper),sou,hsb,Slavic,Indo-European,Eurasia,51.83,14.50,Germany
Sotho (Northern),stn,nso,Bantu,Niger-Congo,Africa,-24.00,29.00,South Africa
Sougb,sgb,mnx,East Bird's Head,East Bird's Head,Papunesia,-1.50,134.00,Indonesia
Southeast Ambrym,sea,tvk,Oceanic,Austronesian,Papunesia,-16.30,168.22,Vanuatu
Southern Toussian,tou,wib,Tusia,Niger-Congo,Africa,11.00,-4.67,Burkina Faso
South Korean Sign Language,ssl,kvk,Sign Languages,other,Eurasia,37.00,128.00,South Korea
Spanish,spa,spa,Romance,Indo-European,Eurasia,40.00,-4.00,Spain
Spanish (Canary Islands),spc,spa,Romance,Indo-European,Eurasia,28.00,-15.58,Spain
Spitian,spi,spt,Bodic,Sino-Tibetan,Eurasia,32.25,78.00,India
Spokane,spo,spo,Interior Salish,Salishan,North America,47.67,-117.75,United States
Squamish,squ,squ,Central Salish,Salishan,North America,49.67,-123.17,Canada
Sranan,sra,srn,Creoles and Pidgins,other,South America,5.83,-55.33,Suriname
Sre,sre,kpm,Bahnaric,Austro-Asiatic,Eurasia,11.50,108.00,Vietnam
Stieng,sti,"sti, stt",Bahnaric,Austro-Asiatic,Eurasia,11.83,106.75,VietnamCambodia
Stoney,sto,sto,Mississippi Valley Siouan,Siouan,North America,53.75,-116.50,Canada
Subiya,sub,sbs,Bantu,Niger-Congo,Africa,-17.75,24.92,Namibia
Sudest,sud,tgo,Oceanic,Austronesian,Papunesia,-11.50,153.45,Papua New Guinea
Suena,sue,sue,Binanderean,Trans-New Guinea,Papunesia,-7.75,147.55,Papua New Guinea
Sui,sui,swi,Kam-Tai,Tai-Kadai,Eurasia,26.00,107.50,China
Suki,suk,sui,Suki,Trans-New Guinea,Papunesia,-8.00,141.75,Papua New Guinea
Suku,sku,sub,Bantu,Niger-Congo,Africa,-6.00,17.67,AngolaDemocratic Republic of Congo
Sukuma,skm,suk,Bantu,Niger-Congo,Africa,-2.83,32.00,Tanzania
Sulka,sul,sua,Sulka,Sulka,Papunesia,-5.08,151.92,Papua New Guinea
Sulung,slg,suv,Kho-Bwa,Sino-Tibetan,Eurasia,28.33,93.25,India
Sundanese,sun,sun,Malayo-Sumbawan,Austronesian,Papunesia,-7.00,107.00,Indonesia
Sungor,sug,sjg,Taman,Eastern Sudanic,Africa,13.75,21.50,Chad
Supyire,sup,spp,Senufo,Niger-Congo,Africa,11.50,-5.58,Mali
Sursurunga,sur,sgz,Oceanic,Austronesian,Papunesia,-4.00,152.77,Papua New Guinea
Susu,sus,sus,Western Mande,Mande,Africa,10.00,-13.00,Guinea
Svan,sva,sva,Kartvelian,Kartvelian,Eurasia,43.00,42.50,Georgia
Svenska Teckenspråket,svt,swl,Sign Languages,other,Eurasia,59.00,15.00,Sweden
Swahili,swa,swh,Bantu,Niger-Congo,Africa,-6.50,39.00,Tanzania
Swati,swt,ssw,Bantu,Niger-Congo,Africa,-26.50,31.00,South AfricaSwaziland
Swedish,swe,swe,Germanic,Indo-European,Eurasia,60.00,15.00,FinlandSweden
Swedish (Västerbotten),swv,swe,Germanic,Indo-European,Eurasia,64.25,19.75,Sweden
Taba,tab,mky,South Halmahera - West New Guinea,Austronesian,Papunesia,0.00,127.50,Indonesia
Tabare,tba,sst,Chimbu-Wahgi,Trans-New Guinea,Papunesia,-6.08,145.00,Papua New Guinea
Tabaru,tbr,tby,North Halmaheran,North Halmaheran,Papunesia,1.50,127.25,Indonesia
Tabassaran,tbs,tab,Lezgic,Nakh-Daghestanian,Eurasia,41.83,47.92,Russia
Tabla,tbl,tnm,Sentanic,Sentanic,Papunesia,-2.45,140.42,Indonesia
Tabwa,tbw,tap,Bantu,Niger-Congo,Africa,-8.00,29.50,Democratic Republic of CongoZambia
Tacana,tac,tna,Tacanan,Pano-Tacanan,South America,-13.50,-68.00,Bolivia
Tagalog,tag,tgl,Greater Central Philippine,Austronesian,Papunesia,15.00,121.00,Philippines
Tagbanwa (Aborlan),tgb,tbw,Greater Central Philippine,Austronesian,Papunesia,9.50,118.50,Philippines
Tahitian,tah,tah,Oceanic,Austronesian,Papunesia,-17.67,-149.58,French Polynesia
Taiap,tap,gpn,Taiap,Taiap,Papunesia,-4.08,144.50,Papua New Guinea
Taiof,taf,sps,Oceanic,Austronesian,Papunesia,-5.53,154.63,Papua New Guinea
Tairora,trr,tbg,Tairora,Trans-New Guinea,Papunesia,-6.50,146.00,Papua New Guinea
Taiwanese Sign Language (Ziran Shouyu),tzi,tss,Sign Languages,other,Papunesia,24.00,121.00,Taiwan
Tajik,taj,tgk,Iranian,Indo-European,Eurasia,38.67,70.00,Tajikistan
Takelma,tkl,tkm,Takelma,Takelma,North America,42.50,-123.00,United States
Takia,tak,tbc,Oceanic,Austronesian,Papunesia,-4.67,146.00,Papua New Guinea
Talaud,tld,tld,Sangiric,Austronesian,Papunesia,4.25,126.75,Indonesia
Talinga,tal,tlj,Bantu,Niger-Congo,Africa,0.42,29.67,Democratic Republic of CongoUganda
Talysh (Azerbaijan),taz,tly,Iranian,Indo-European,Eurasia,38.75,48.67,Azerbaijan
Talysh (Southern),tls,shm,Iranian,Indo-European,Eurasia,37.50,49.00,Iran
Tama,tma,tma,Taman,Eastern Sudanic,Africa,14.50,22.00,ChadSudan
Tamabo,tmm,mla,Oceanic,Austronesian,Papunesia,-15.67,167.17,Vanuatu
Tamagario,tmg,tcg,Kayagar,Kayagar,Papunesia,-6.42,139.25,Indonesia
Tamang (Eastern),tam,taj,Bodic,Sino-Tibetan,Eurasia,27.50,85.67,Nepal
Tamashek,tsk,taq,Berber,Afro-Asiatic,Africa,20.00,-2.00,Mali
Tamil,tml,tam,Dravidian,Dravidian,Eurasia,11.00,78.50,IndiaSri Lanka
Tamil (Spoken),tsp,tam,Dravidian,Dravidian,Eurasia,11.00,78.00,India
Tampulma,tmp,tpm,Grusi,Niger-Congo,Africa,10.42,-0.58,Ghana
Tanacross,tnc,tcb,Athapaskan,Na-Dene,North America,63.50,-143.50,United States
Tanaina,tnj,tfn,Athapaskan,Na-Dene,North America,62.00,-150.00,United States
Tanana (Lower),tnl,taa,Athapaskan,Na-Dene,North America,65.00,-150.00,United States
Tangale,tan,tan,West Chadic,Afro-Asiatic,Africa,9.75,11.33,Nigeria
Tangbe,tbx,skj,Bodic,Sino-Tibetan,Eurasia,28.92,83.75,Nepal
Tangga,tga,hrc,Oceanic,Austronesian,Papunesia,-3.47,153.20,Papua New Guinea
Tanglapui,tgp,tpg,Alor-Pantar,Greater West Bomberai,Papunesia,-8.28,125.08,Indonesia
Tanna (Southwest),tns,nwi,Oceanic,Austronesian,Papunesia,-19.57,169.33,Vanuatu
Tanzania Sign Language,tsl,tza,Sign Languages,other,Africa,-6.00,35.00,Tanzania
Tapieté,tpt,tpj,Maweti-Guarani,Tupian,South America,-19.75,-61.67,Paraguay
Tarahumara (Central),tce,tar,Tarahumaran,Uto-Aztecan,North America,27.50,-107.50,Mexico
Tarahumara (Western),twe,tac,Tarahumaran,Uto-Aztecan,North America,27.50,-108.00,Mexico
Tarangan (West),tgw,txn,Central Malayo-Polynesian,Austronesian,Papunesia,-6.50,134.17,Indonesia
Tarao,tao,tro,Kuki-Chin,Sino-Tibetan,Eurasia,24.25,94.17,India
Tariana,tar,tae,Japura-Colombia,Arawakan,South America,1.00,-69.17,Brazil
Tarok,tok,yer,Benue-Congo Plateau,Niger-Congo,Africa,9.00,10.08,Nigeria
Tashlhiyt,tas,shi,Berber,Afro-Asiatic,Africa,31.00,-5.00,Morocco
Tasmanian,tsm,,Tasmanian,Tasmanian,Australia,-42.17,146.50,Australia
Tasmanian (Oyster Bay to Pitwater),toy,,Tasmanian,Tasmanian,Australia,-42.50,147.75,Australia
Tatana',tat,txx,North Borneo,Austronesian,Papunesia,5.50,115.50,Malaysia
Tatar,tvo,tat,Turkic,Altaic,Eurasia,56.00,49.50,Russia
Tatar (Baraba),ttb,tat,Turkic,Altaic,Eurasia,55.33,78.33,Russia
Tatar (Mishar),tmi,tat,Turkic,Altaic,Eurasia,55.50,49.00,Russia
Tatar-Noghay (Alabugat),tlb,nog,Turkic,Altaic,Eurasia,47.42,45.67,Russia
Tati (Southern),tts,tks,Iranian,Indo-European,Eurasia,36.00,49.67,Iran
Tat (Muslim),tmu,ttt,Iranian,Indo-European,Eurasia,41.25,48.75,Azerbaijan
Tatuyo,tty,tav,Tucanoan,Tucanoan,South America,0.42,-70.50,Colombia
Taulil,tll,tuh,Taulil,Taulil,Papunesia,-4.42,152.08,Papua New Guinea
Taushiro,tsr,trr,Taushiro,Taushiro,South America,-3.25,-75.50,Peru
Tausug,tsg,tsg,Greater Central Philippine,Austronesian,Papunesia,6.00,121.00,MalaysiaPhilippinesIndonesia
Tauya,tau,tya,Rai Coast,Trans-New Guinea,Papunesia,-5.75,145.33,Papua New Guinea
Tawala,taw,tbo,Oceanic,Austronesian,Papunesia,-10.33,150.67,Papua New Guinea
Tayo,tay,cks,Creoles and Pidgins,other,Papunesia,-22.00,166.33,New Caledonia
Tboli,tbo,tbl,Bilic,Austronesian,Papunesia,6.17,124.50,Philippines
Tectiteco,tec,ttc,Mayan,Mayan,North America,15.42,-92.08,GuatemalaMexico
Tehit,tht,kps,West Bird's Head,West Bird's Head,Papunesia,-1.50,132.00,Indonesia
Tehuelche,teh,teh,Chonan Proper,Chonan,South America,-48.00,-68.00,Argentina
Teke (Southern),tks,kkw,Bantu,Niger-Congo,Africa,-2.33,14.50,Congo
Telefol,tlf,tlf,Ok,Trans-New Guinea,Papunesia,-5.00,141.75,Papua New Guinea
Telugu,tel,tel,Dravidian,Dravidian,Eurasia,16.00,79.00,India
Tem,tem,kdh,Grusi,Niger-Congo,Africa,8.67,0.50,TogoBeninGhana
Temein,tmn,teq,Temein,Eastern Sudanic,Africa,11.92,29.42,Sudan
Temiar,tmr,tea,Aslian,Austro-Asiatic,Eurasia,5.00,101.50,Malaysia
Temne,tne,tem,Northern Mel,Niger-Congo,Africa,8.67,-13.08,Sierra Leone
Tennet,ten,tex,South Surmic,Eastern Sudanic,Africa,4.42,32.50,South Sudan
Tenyer,tny,kza,Senufo,Niger-Congo,Africa,10.67,-4.50,Burkina Faso
Teop,teo,tio,Oceanic,Austronesian,Papunesia,-5.67,155.00,Papua New Guinea
Tepecano,tpc,tep,Tepiman,Uto-Aztecan,North America,21.75,-104.75,Mexico
Tepehua (Huehuetla),tee,tee,Totonacan,Totonacan,North America,20.50,-98.00,Mexico
Tepehuan (Northern),tpn,ntp,Tepiman,Uto-Aztecan,North America,26.33,-107.00,Mexico
Tepehuan (Southeastern),tps,stp,Tepiman,Uto-Aztecan,North America,23.00,-104.50,Mexico
Tepehua (Tlachichilco),tep,tpt,Totonacan,Totonacan,North America,20.58,-98.25,Mexico
Tera,ter,ttr,Biu-Mandara,Afro-Asiatic,Africa,11.00,11.83,Nigeria
