ISO Code,Language Name,Summary,Population Size,Institutional (%),Stable (%),Endangered (%),Extinct (%),Digital Support
ppt,Pa,Pa is a stable indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
ppu,Papora-Hoanya,Papora-Hoanya is an extinct language of Taiwan. It belongs to the Austronesian language family.,None,0%,0%,0%,100%,Still
pqa,Pa’anci,Pa’anci is an endangered indigenous language of Nigeria. It belongs to the Afro-Asiatic language family. The language is used as a first language by adults only. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Still
pqm,Malecite-Passamaquoddy,Malecite-Passamaquoddy is an endangered indigenous language of Canada and the United States. It belongs to the Algic language family. The language is used as a first language by older adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Ascending
prc,Parachi,Parachi is a stable indigenous language of Afghanistan. It belongs to the Indo-European language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Still
prd,Parsi-Dari,"Parsi-Dari is a stable indigenous language of Iran. It belongs to the Indo-European language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Still
pre,Principense,Principense is an endangered indigenous language of São Tomé e Príncipe. It is a Portuguese-based creole. The language is used as a first language by the elderly only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
prf,Paranan,Paranan is a stable indigenous language of the Philippines. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
prg,Prussian,Prussian is a dormant language of Poland. It belongs to the Indo-European language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Ascending
prh,Porohanon,"Porohanon is a stable indigenous language of the Philippines. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
pri,Paicî,"Paicî is an endangered indigenous language of New Caledonia. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Ascending
prk,"Wa, Parauk",Parauk Wa is a stable indigenous language of Myanmar and China. It belongs to the Austro-Asiatic language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
prl,Peruvian Sign Language,Peruvian Sign Language is a stable indigenous language of Peru. It is a deaf community sign language. The language is used as a first language by deaf people of all ages.,10K to 1M,0%,100%,0%,0%,Emerging
prm,Kibiri,Kibiri is a stable indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
prn,Prasuni,Prasuni is a stable indigenous language of Afghanistan. It belongs to the Indo-European language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
prq,"Ashéninka, Perené","Perené Ashéninka is an endangered indigenous language of Peru. It belongs to the Maipurean language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
prr,Puri,"Puri is a dormant language of Brazil. It belongs to the Purian language family. The language is no longer used as a first language by any remaining members of the ethnic community, but some younger people are using it as a second language. It is not known to be taught in schools.",None,0%,0%,100%,0%,Still
prs,Dari,Dari is an official national language of Afghanistan. It belongs to the Indo-European language family and is part of the Persian macrolanguage. It is used as a language of instruction in education.,1M to 1B,100%,0%,0%,0%,Vital
prt,Prai,Prai is a stable indigenous language of Thailand and Laos. It belongs to the Austro-Asiatic language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
pru,Puragi,"Puragi is an endangered indigenous language of Indonesia. It belongs to the Trans-New Guinea language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
prw,Parawen,"Parawen is an endangered indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
prx,Purig,Purig is an endangered indigenous language of India. It belongs to the Sino-Tibetan language family. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Emerging
prz,Providencia Sign Language,Providencia Sign Language is a stable indigenous language of Colombia. It is a shared sign language. The language is used as a first language by deaf people of all ages.,None,0%,100%,0%,0%,Still
psa,"Awyu, Asue",Asue Awyu is an endangered indigenous language of Indonesia. It belongs to the Trans-New Guinea language family. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Still
psc,Iranian Sign Language,Iranian Sign Language is a stable indigenous language of Iran. It is a deaf community sign language. The language is used as a first language by deaf people of all ages.,10K to 1M,0%,100%,0%,0%,Emerging
psd,Plains Indian Sign Language,Plains Indian Sign Language is an endangered indigenous language of the United States and Canada. It is a shared sign language. The language is used as a first language by the elderly only.,None,0%,0%,100%,0%,Still
pse,"Malay, Central",Central Malay is a stable indigenous language of Indonesia. It belongs to the Austronesian language family and is part of the Malay macrolanguage. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in some schools.,1M to 1B,0%,100%,0%,0%,Ascending
psg,Penang Sign Language,Penang Sign Language is an endangered indigenous language of Malaysia. It is a deaf community sign language. The language is used as a first language by older adults only.,Less than 10K,0%,0%,100%,0%,Still
psh,"Pashai, Southwest",Southwest Pashai is a stable indigenous language of Afghanistan. It belongs to the Indo-European language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
psi,Southeast Pashai,Southeast Pashai is a stable indigenous language of Afghanistan. It belongs to the Indo-European language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
psl,Puerto Rican Sign Language,Puerto Rican Sign Language is a stable indigenous language of Puerto Rico. It is a deaf community sign language. The language is used as a first language by deaf people of all ages.,10K to 1M,0%,100%,0%,0%,Still
psm,Pauserna,Pauserna is a dormant language of Bolivia. It belongs to the Tupian language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
psn,Panasuan,Panasuan is a stable indigenous language of Indonesia. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
pso,Polish Sign Language,Polish Sign Language is a stable indigenous language of Poland. It is a deaf community sign language. The language is used as a first language by deaf people of all ages.,10K to 1M,0%,100%,0%,0%,Emerging
psp,Filipino Sign Language,Filipino Sign Language is a stable indigenous language of the Philippines. It is a deaf community sign language. The language is used as a first language by deaf people of all ages.,10K to 1M,0%,100%,0%,0%,Emerging
psq,Pasi,Pasi is a stable indigenous language of Papua New Guinea. It belongs to the Sepik language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
psr,Portuguese Sign Language,Portuguese Sign Language is a stable indigenous language of Portugal. It is a deaf community sign language. The language is used as a first language by deaf people of all ages.,10K to 1M,0%,100%,0%,0%,Emerging
pss,Kaulong,"Kaulong is a stable indigenous language of Papua New Guinea. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",Less than 10K,0%,100%,0%,0%,Emerging
pst,Central Pashto,"Central Pashto is a stable indigenous language of Pakistan. It belongs to the Indo-European language family and is part of the Pushto macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",1M to 1B,0%,100%,0%,0%,Emerging
psw,Port Sandwich,"Port Sandwich is an endangered indigenous language of Vanuatu. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by the elderly only. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
psy,Piscataway,Piscataway is an extinct language of the United States. It belongs to the Algic language family.,None,0%,0%,0%,100%,Still
pta,Pai Tavytera,Pai Tavytera is an endangered indigenous language of Paraguay. It belongs to the Tupian language family. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Still
pth,Pataxó Hã-Ha-Hãe,Pataxó Hã-Ha-Hãe is a dormant language of Brazil. It belongs to the Maxakalian language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
pti,Pintiini,"Pintiini is a stable indigenous language of Australia. It belongs to the Australian language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",Less than 10K,0%,100%,0%,0%,Still
ptn,Patani,"Patani is an endangered indigenous language of Indonesia. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Still
pto,Zo’é,Zo’é is a stable indigenous language of Brazil. It belongs to the Tupian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
ptp,Patep,"Patep is an endangered indigenous language of Papua New Guinea. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by adults only. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
ptq,Pattapu,Pattapu is a stable indigenous language of India. It belongs to the Dravidian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Still
ptr,Tapiafaru,Tapiafaru is a stable indigenous language of Vanuatu. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
ptt,Enrekang,"Enrekang is an endangered indigenous language of Indonesia. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Still
ptu,Bambam,Bambam is a stable indigenous language of Indonesia. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
ptv,Port Vato,Port Vato is a stable indigenous language of Vanuatu. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
ptw,Pentlatch,Pentlatch is an extinct language of Canada. It belongs to the Salish language family.,None,0%,0%,0%,100%,Still
pty,Pathiya,"Pathiya is an endangered indigenous language of India. It belongs to the Dravidian language family. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
pua,Western Highland Purepecha,"Western Highland Purepecha is a stable indigenous language of Mexico. It belongs to the Tarascan language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
pub,Purum,Purum is a stable indigenous language of India. It belongs to the Sino-Tibetan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
puc,Punan Merap,"Punan Merap is an endangered indigenous language of Indonesia. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
pud,Punan Aput,"Punan Aput is an endangered indigenous language of Indonesia. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
pue,Puelche,Puelche is an extinct language of Argentina. It is an isolate that is not known to be related to any other language.,None,0%,0%,0%,100%,Still
puf,Punan Merah,"Punan Merah is an endangered indigenous language of Indonesia. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
pug,Phuie,Phuie is a stable indigenous language of Burkina Faso. It belongs to the Niger-Congo language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
pui,Puinave,"Puinave is an endangered indigenous language of Colombia and Venezuela. It belongs to the Puinavean language family. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
puj,Punan Tubu,"Punan Tubu is an endangered indigenous language of Indonesia. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
pum,Puma,"Puma is an endangered indigenous language of Nepal. It belongs to the Sino-Tibetan language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Still
puo,Puoc,"Puoc is a stable indigenous language of Vietnam. It belongs to the Austro-Asiatic language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Still
pup,Pulabu,"Pulabu is an endangered indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
puq,Puquina,"Puquina is an extinct language of Bolivia, Chile, and Peru. It is an isolate that is not known to be related to any other language.",None,0%,0%,0%,100%,Still
pur,Puruborá,Puruborá is a dormant language of Brazil. It belongs to the Tupian language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
put,Putoh,"Putoh is an endangered indigenous language of Indonesia. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
puu,Punu,"Punu is a stable indigenous language of Gabon and Congo. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
puw,Puluwatese,Puluwatese is a stable indigenous language of Micronesia. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
pux,Puare,"Puare is an endangered indigenous language of Papua New Guinea. It belongs to the Skou language family. Direct evidence is lacking, but the language is thought to be used as a first language by older adults only. It is not known to be taught in schools.",None,0%,0%,100%,0%,Still
puy,Purisimeño,Purisimeño is a dormant language of the United States. It belongs to the Chumashan language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
pwa,Pawaia,"Pawaia is a stable indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",Less than 10K,0%,100%,0%,0%,Emerging
pwb,Panawa,"Panawa is a stable indigenous language of Nigeria. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",Less than 10K,0%,100%,0%,0%,Still
pwg,Gapapaiwa,Gapapaiwa is a stable indigenous language of Papua New Guinea. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
pwi,Patwin,Patwin is a dormant language of the United States. It belongs to the Wintuan language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Emerging
pwm,Molbog,Molbog is a stable indigenous language of the Philippines and Malaysia. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
pwn,Paiwan,"Paiwan is an endangered indigenous language of Taiwan. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Emerging
pwo,"Karen, Pwo Western","Pwo Western Karen is an endangered indigenous language of Myanmar. It belongs to the Sino-Tibetan language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Ascending
pwr,Powari,"Powari is an endangered indigenous language of India. It belongs to the Indo-European language family. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Emerging
pww,Pwo Northern Karen,"Pwo Northern Karen is a stable indigenous language of Thailand. It belongs to the Sino-Tibetan language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
pxm,Quetzaltepec Mixe,"Quetzaltepec Mixe is an endangered indigenous language of Mexico. It belongs to the Mixe-Zoquean language family. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
pye,Pye Krumen,"Pye Krumen is a stable indigenous language of Côte d’Ivoire. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Still
pym,Pyam,Pyam is an endangered indigenous language of Nigeria. It belongs to the Niger-Congo language family. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Emerging
pyn,Poyanáwa,Poyanáwa is a dormant language of Brazil. It belongs to the Panoan language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
pys,Paraguayan Sign Language,Paraguayan Sign Language is a stable indigenous language of Paraguay. It is a deaf community sign language. The language is used as a first language by deaf people of all ages.,10K to 1M,0%,100%,0%,0%,Emerging
pyu,Puyuma,Puyuma is an endangered indigenous language of Taiwan. It belongs to the Austronesian language family. The language is used as a first language by older adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
pyy,Pyen,Pyen is a stable indigenous language of Myanmar. It belongs to the Sino-Tibetan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
pze,Pesse,Pesse is a stable indigenous language of Nigeria. It belongs to the Afro-Asiatic language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Still
pzh,Pazeh,Pazeh is an endangered indigenous language of Taiwan. It belongs to the Austronesian language family. The language is used as a first language by the elderly only. It is not known to be taught in schools.,None,0%,0%,100%,0%,Emerging
pzn,Jejara Naga,Jejara Naga is a stable indigenous language of Myanmar. It belongs to the Sino-Tibetan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
qua,Quapaw,Quapaw is a dormant language of the United States. It belongs to the Siouan-Catawban language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Emerging
qub,Huallaga Quechua,"Huallaga Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
quc,K’iche’,K’iche’ is a stable indigenous language of Guatemala. It belongs to the Mayan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,1M to 1B,0%,100%,0%,0%,Ascending
qud,Calderón Highland Quichua,Calderón Highland Quichua is an endangered indigenous language of Ecuador. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Emerging
quf,Lambayeque Quechua,"Lambayeque Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
qug,Chimborazo Highland Quichua,"Chimborazo Highland Quichua is a stable indigenous language of Ecuador. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is taught as a subject of instruction in some schools.",1M to 1B,0%,100%,0%,0%,Ascending
quh,South Bolivian Quechua,"South Bolivian Quechua is a stable indigenous language of Bolivia, Argentina, and Chile. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",1M to 1B,0%,100%,0%,0%,Ascending
qui,Quileute,Quileute is a dormant language of the United States. It belongs to the Chimakuan language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
quk,Chachapoyas Quechua,Chachapoyas Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by some people in every generation of the ethnic community. It is taught as a subject of instruction in some schools.,Less than 10K,0%,0%,100%,0%,Emerging
qul,North Bolivian Quechua,"North Bolivian Quechua is an official language in the parts of Bolivia where it is spoken. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is used as a language of instruction in education.",10K to 1M,100%,0%,0%,0%,Ascending
qum,Sipakapense,"Sipakapense is an endangered indigenous language of Guatemala. It belongs to the Mayan language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
qun,Quinault,"Quinault is a dormant language of the United States. It belongs to the Salish language family. The language is no longer used as a first language by any remaining members of the ethnic community, but some younger people are using it as a second language. It is not known to be taught in schools.",None,0%,0%,100%,0%,Emerging
qup,Southern Pastaza Quechua,Southern Pastaza Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Ascending
quq,Mercheros,Mercheros is a dormant language of Spain. It is an unclassified language. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
qur,"Quechua, Chaupihuaranga",Chaupihuaranga Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by adults only. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Emerging
qus,Santiago del Estero Quichua,"Santiago del Estero Quichua is a stable indigenous language of Argentina. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
quv,Sakapulteko,"Sakapulteko is an endangered indigenous language of Guatemala. It belongs to the Mayan language family. Direct evidence is lacking, but the language is thought to be used as a first language by adults only. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
quw,Tena Lowland Quichua,"Tena Lowland Quichua is an endangered indigenous language of Ecuador. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Emerging
qux,"Quechua, Yauyos",Yauyos Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by older adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
quy,Ayacucho Quechua,"Ayacucho Quechua is a language of wider communication that originated in Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is taught as a subject of instruction in education.",1M to 1B,100%,0%,0%,0%,Ascending
quz,Cusco Quechua,Cusco Quechua is a language of wider communication that originated in Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is used as a language of instruction in education.,10K to 1M,100%,0%,0%,0%,Vital
qva,Ambo-Pasco Quechua,Ambo-Pasco Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Ascending
qvc,Cajamarca Quechua,"Cajamarca Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Ascending
qve,Eastern Apurímac Quechua,Eastern Apurímac Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in education.,10K to 1M,100%,0%,0%,0%,Ascending
qvh,"Quechua, Huamalíes-Dos de Mayo","Huamalíes-Dos de Mayo Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
qvi,Imbabura Highland Quichua,Imbabura Highland Quichua is a stable indigenous language of Ecuador. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
qvj,"Quichua, Loja Highland",Loja Highland Quichua is an endangered indigenous language of Ecuador. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by older adults only. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Emerging
qvl,"Quechua, Cajatambo North Lima",Cajatambo North Lima Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
qvm,Margos-Yarowilca-Lauricocha Quechua,"Margos-Yarowilca-Lauricocha Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
qvn,North Junín Quechua,"North Junín Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Ascending
qvo,Napo Quichua,"Napo Quichua is a stable indigenous language of Peru and Ecuador. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
qvp,"Quechua, Pacaraos",Pacaraos Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by the elderly only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
qvs,San Martín Quechua,"San Martín Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is taught as a subject of instruction in some schools.",10K to 1M,0%,0%,100%,0%,Ascending
qvw,Huaylla Wanca Quechua,Huaylla Wanca Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
